D1: timeItTookForPassengerToGoFromUnmatchedToDroppedOff (mins),D2: number of minutes they spend driving passengers from pickup to drop-off locations minus the number of minutes they spend driving to pickup passengers,,,,,
109.26361832735532,73.05801336533418,,,D1:,8.129600875,21.42662689
98.09208661403196,-84.09208661,,,D2:,7.721969702,21.26780917
24.20754799,-1.207547991,,,,,
27,0,,,,,
32.00579048162383,0.9029195248478846,,,,,
59.59416583011352,-26.66151177,,,,,
44.84190351419112,-0.82947813,,,,,
108.52244576496113,63.77183224182273,,,,,
44.67489017757387,0.9242766544354807,,,,,
45.70672658693416,-0.522053726,,,,,
43.38091731156852,-1.224806954,,,,,
34.84190351666667,0,,,,,
43.91366370667607,-0.725716932,,,,,
41.042417405292994,-1.596963233,,,,,
109.15311058755519,71.05023963077925,,,,,
36.77555403724503,0.5467737244538607,,,,,
30.536868615565854,-0.213744908,,,,,
19.841903516666665,0,,,,,
19.296258519902523,1.454355003235858,,,,,
42.098074291641595,13.275700568503217,,,,,
50.33107241420828,-1.164730923,,,,,
25.502769527432136,0.4479267263025452,,,,,
90.83011693421642,71.25649432,,,,,
117.17224144112157,-1.785022978,,,,,
31.434899884269324,13.646920466473073,,,,,
144.63243177152862,-12.00866357,,,,,
177.61160145940772,35.91569432169942,,,,,
14.380917311568522,-1.224806954,,,,,
93.56461179974227,84.51796048866511,,,,,
9.360587414182778,1.8237187975161115,,,,,
85.36033958036522,85.36033958036522,,,,,
36.430380138926544,36.430380138926544,,,,,
21.332643875763488,0.36141492243855267,,,,,
0,0,,,,,
4.594513378796509,-0.126959516,,,,,
1.5062126922314594,0.9750074990952078,,,,,
1.1228081831087744,0.5916029899725227,,,,,
1.9663270276794018,1.9663270276794018,,,,,
2.834780843518775,2.834780843518775,,,,,
0,0,,,,,
2.4654170492385217,2.4654170492385217,,,,,
2.3356908219596555,2.3356908219596555,,,,,
0,0,,,,,
0.2656025965681258,0.2656025965681258,,,,,
11.045799902124525,11.045799902124525,,,,,
26.580308816070872,-0.968455427,,,,,
1.2769450730622507,1.2769450730622507,,,,,
