D1: timeItTookForPassengerToGoFromUnmatchedToDroppedOff (mins),D2: number of minutes they spend driving passengers from pickup to drop-off locations minus the number of minutes they spend driving to pickup passengers
61.48087944742215,23.190603388477214
48.340864653132066,-30.536687551965375
36.89171284641674,-7.448523890749641
31.7261038841231,-1.9589390392171449
31.086526340174657,0.5185527595908386
36.52254446746369,-1.8948429186430276
36.74685572700152,2.3763827934123336
34.89607289353576,8.393773753566077
47.54098555035714,-5.7417071030964815
39.075696473831535,-3.3552465689853324
50.353483091838896,-7.205339085830993
37.09342040282365,-5.054845119969328
44.329655340820196,-1.3335291216443532
39.25639094504802,-0.9959820596212943
58.851365303080556,21.11604661328019
51.2878355658751,4.880869920886138
44.0743835727294,4.430486821370964
37.26461353570399,-6.431175573411206
39.35828798177998,2.179983081675094
46.78082087151758,0.9522093637714204
48.49463970418523,6.961422737708618
51.96048493449262,4.022250311781059
91.51733439061015,-7.943608021821605
71.90528376474748,-5.448484252321223
77.98934987017083,-14.215457652618463
67.2836884067179,12.05156871111449
103.49257682646679,16.09580018653709
76.62369432276365,-4.234637408935592
74.77240275166416,-0.6546277595114459
112.75888111064305,33.12342945376738
86.00095013632274,2.930856373445353
80.41809273682799,-8.583037986997162
115.09970256593792,6.7347650224332405
82.104437033274,3.031838267280565
121.18975198721323,26.518984787086776
89.39751064600158,-7.461987996023542
96.35040827063675,1.074427337604008
91.5956193591293,7.466940048607464
123.91463066790445,-29.5282781364901
86.01868936043054,-0.022983162073600544
88.94479207937152,1.214987476453719
107.41184365790956,0.746637737530369
91.8240558982792,4.642721134481384
95.11016126003754,-3.0922724589156516
95.44785721714925,4.421154489314399
112.38896822264297,-7.8576886230025575
96.012436333045,-2.370959328942833
104.97653975886843,-3.0755117650415604
99.23606347166042,-1.950677850214345
130.93344351431912,-3.1804740045858884
99.51424267716105,-9.75469251733599
89.02789316526568,-1.8722403522771627
84.47330460339275,-3.637430860649263
81.54961189944562,-2.0077853822256246
75.04530949743099,2.5192570870045055
89.93186671714643,-0.2898352626355932
105.74558897543862,-8.17233679301092
82.00419431285708,-2.186328886541708
68.86443623486878,4.074503774984981
67.68735920697104,3.611909657337984
73.63733524761427,7.418410032878221
79.61640938866452,1.291749746663033
73.67961163708856,-2.331681422694234
69.08012344069658,4.78551641852283
97.7809898220801,-2.642428384291169
100.60120688381846,-5.93985972829559
94.54672795260885,11.974291909229109
77.12126379912408,1.870108803653236
104.34401530914361,-16.55775574103784
78.67442213212628,12.009142942913137
83.34369250435287,30.97820827809591
118.16551697145825,1.5801500655327128
76.62440331660814,1.2976745126361255
71.60533438669871,-2.004190175195737
77.81602231873728,-10.093322654056127
71.8436114265139,7.735145522711949
124.68914734199116,33.61503749759484
80.82202507630387,1.2531211232908674
77.95189535485929,-3.9998569575211658
123.20558509456379,-16.015280275182096
66.55482299647517,8.752519927674845
78.90240718636493,-10.88025717554514
83.66486997596449,-1.7989231716168197
81.32804043644427,-8.585915890712576
85.47510994062667,-16.823916136093274
67.39298267798779,1.8819173055010632
86.62661870431755,13.643045264118179
90.69866982809667,-15.319426756440357
87.9182706866678,3.1490207310246534
76.2386947153573,1.1748864314322356
109.82051388132159,-14.469311543149818
83.68160257727247,-0.5916574103576491
80.71582664991595,-1.73087470546704
123.60915613649806,-46.57545680805446
93.9660366025761,1.535060323728075
90.03810601570413,8.859565144676658
101.35236877349816,-0.47794770455451996
93.15395713756644,2.309501851384343
90.8420888722211,-0.33779119981231454
85.97123841537771,-11.398588397223111
98.18725846618678,15.86261610360143
83.26218309870949,1.6798683264878778
83.11967040131472,2.7331912562687934
118.7128411326277,-21.198971162564717
75.86692380582494,-1.135653604099737
71.54161498037764,-0.8794803078015287
104.57850820359667,-4.7804336342662275
71.70933945650869,1.5634218851754906
176.19459136806745,5.466887553953903
80.03076888943954,5.089050008582991
82.92844779333566,1.7187152075320955
77.0336367052717,-5.336696976618122
78.18190713617682,-2.6922233832013407
79.27005734950498,-3.228018300429426
105.46563248985026,-31.44888598443918
85.90808041265576,5.411059656669893
102.13769454863997,-5.598668698036163
85.71963706391678,-9.120185913589967
91.72053797163755,-1.2482277649323503
150.79084066865147,1.3359513483453345
89.17254071335336,-4.17738706337156
93.47725160642744,24.10290583523973
120.89886840038739,-3.8473402572478865
150.1774725250161,-0.14479100009036516
102.47643225764784,-2.110593442823779
97.63081891610928,-2.1368425003870946
108.01585952023783,0.21327805638912678
103.39676297336544,-2.61312790940102
133.95357343476144,24.90647613360475
104.02391949872354,-24.776137597683395
100.01009629661505,-17.25113626931375
112.40601759615834,23.46219671379761
136.18401076833288,-5.599684234629672
146.80363082642498,0.5856003769327378
155.04338469522435,3.8476204156971328
105.84938636240169,-19.685856087477784
102.0858809303673,-8.557607367702506
109.25888357052067,26.464426229933522
115.06134859218783,-5.024498105312443
157.1861887956778,-5.13728655891102
86.73000325698185,-8.003953901462104
87.7795316591097,1.0175653183769031
