D1: timeItTookForPassengerToGoFromUnmatchedToDroppedOff (mins),D2: number of minutes they spend driving passengers from pickup to drop-off locations minus the number of minutes they spend driving to pickup passengers,,,,
109.91056682474223,94.17955638,,D1:,19.74820192,42.89813916
108.84672280638082,-94.84672281,,D2:,-1.149326024,25.08719092
24.20754799,-1.207547991,,,,
22.20754798333333,0,,,,
19.661902986569192,1.454355003235858,,,,
19.72121837488465,1.211435680474156,,,,
15.537479469845044,1.1368488979512061,,,,
23.335690821959655,-1.596963233,,,,
18.099850041004675,2.3786316576713387,,,,
23.59679487277004,-0.751321345,,,,
16.805877178235185,-1.224806954,,,,
15.805877183333335,0,,,,
35.87464073428174,-14.39342054,,,,
18.93248570529299,-1.596963233,,,,
14.26023218656919,1.454355003235858,,,,
19.262417206414238,0.3175061052846524,,,,
11.500842278996668,1.2406100956633337,,,,
3.5008422833333332,0,,,,
2.9551972865691916,1.454355003235858,,,,
16.685252855072406,14.730055571739072,,,,
27.661575900840894,12.276791715876945,,,,
12.505574896921976,1.402703940146031,,,,
13.32899573656919,-1.454355003,,,,
43.82899798634529,-0.094482511,,,,
28.704568637092507,14.60169768031656,,,,
39.22088681455928,12.889749227521726,,,,
127.79108879132119,68.68100039945877,,,,
55.09552755094841,-14.39342054,,,,
136.8278295710272,85.31804687661668,,,,
53.24049830641424,0.3175061052846524,,,,
76.24515613126862,0.44890266693343395,,,,
50.08733289566333,-1.240610096,,,,
111.63099222635587,64.37806852522628,,,,
43.77637721212983,-0.126959516,,,,
129.12348228966687,86.03614938966686,,,,
42.471342298899195,-0.213744908,,,,
81.32262263577917,-1.608211463,,,,
90.78972454484253,-11.12016286,,,,
81.07963628076793,0.17564040792421215,,,,
88.05532714656812,-0.265602597,,,,
88.89937585690984,0.086785392,,,,
91.12257349712077,0.44818399679853627,,,,
183.6701580505408,-89.87906927,,,,
91.60129341852779,-2.070088225,,,,
168.27761038249452,-61.55501834,,,,
108.64617128291884,-3.234253067,,,,
90.44534212357652,0.086785392,,,,
94.10091884740027,-1.101686585,,,,
189.04477203186462,-93.73572227,,,,
188.33663697425445,72.16423761860268,,,,
200.4014010447919,-80.55298532,,,,
86.49794488275141,-4.497944883,,,,
83.59703752382484,-0.168258542,,,,
81.83764761232999,-1.240610096,,,,
85.86932163830612,1.061512460170929,,,,
75.66136641418278,1.823718797516112,,,,
84.24795329100465,2.3786316576713387,,,,
66.16757910889814,1.5062126922314594,,,,
87.8072642,12.889749227521726,,,,
72.41445465279728,13.246875536130617,,,,
82.62082801179153,-12.79074385,,,,
99.16968563,-13.27594577,,,,
96.68190493428173,-14.39342054,,,,
93.15619066725435,14.913697474826638,,,,
151.87435790002803,1.3249844166444213,,,,
119.88115979903537,-0.107011452,,,,
188.36283345402242,73.11439937336074,,,,
91.09909264,-0.168258542,,,,
178.4941269576229,77.24731941109883,,,,
98.07858767616842,12.362717330616602,,,,
168.80477166627892,85.22590360980722,,,,
271.60948903419546,6.986726382,,,,
203.92471255117272,-80.48107767,,,,
90.49912703656919,1.454355003235858,,,,
84.33551480323585,1.454355003235858,,,,
102.47862207616842,12.22223172749241,,,,
110.0278913146774,-1.767734629,,,,
125.50030465734022,1.350156518074121,,,,
118.92098571970057,0.4883572671858283,,,,
135.97423263480303,2.062953022156627,,,,
123.67784522141608,15.677845221416073,,,,
293.68650608621925,8.325261668118209,,,,
102.63496639084838,-0.103761198,,,,
111.95534006745557,0.8524691106796192,,,,
139.83121147710366,-1.119989013,,,,
111.68664014296478,0.17740993017360757,,,,
198.78792192030778,88.36255419841396,,,,
207.98336608538207,-92.35190565,,,,
125.10129581244148,-15.4234506,,,,
204.86277446410304,-92.77290128,,,,
215.77620874918742,-82.61909974,,,,
115.03856152651278,0.5831087018527783,,,,
115.10129581666666,0,,,,
114.1196860138731,-0.107260629,,,,
107.6827957875728,2.113029061103213,,,,
121.38886608223758,-0.265913903,,,,
241.29166014242873,7.000064731308062,,,,
131.22776287669495,-1.198189457,,,,
105.16690230529298,-2.335690822,,,,
105.45435500323586,1.454355003235858,,,,
150.98542487534576,45.17860740550814,,,,
100.4835644202526,0.8731347690914575,,,,
100.1493200988992,0.21374490757252446,,,,
97.78428649084839,-0.103761198,,,,
89.23845578053859,0.7548913472052461,,,,
89.42880118473094,0.163294493,,,,
102.29867667633349,13.388839249080846,,,,
90.13482832823519,-1.224806954,,,,
92.62755152,1.4308762544511824,,,,
89.13482833333335,0,,,,
89.82979343223253,-0.213744908,,,,
87.82979343333334,0,,,,
119.77467951996947,-31.14321909,,,,
86.21595784058744,1.057201130784516,,,,
85.65351223084944,1.823718797516112,,,,
88.07106287544244,-1.323899832,,,,
265.01013537113636,7.578555261716824,,,,
88.54379802310751,-0.010335561,,,,
90.83298666,0.9242766544354807,,,,
105.75277059649599,-14.19654718,,,,
86.29840369923852,-2.465417049,,,,
87.17398018651171,1.1368488979512061,,,,
116.29875114093183,-0.01593538,,,,
212.87733853301842,7.103443963675939,,,,
91.6949651,-0.213744908,,,,
159.5924422,-73.59244225,,,,
174.78891998966685,86.03614938966686,,,,
104.94656248531663,14.342887378844901,,,,
113.20180334845892,0.3705655500944599,,,,
79.18848849117066,-0.099000313,,,,
81.69496509889919,0.21374490757252446,,,,
178.3501656110338,71.70156598422234,,,,
259.5700639682195,8.898061161208837,,,,
262.5309013675288,6.986726382,,,,
260.2219465194239,8.166464193337735,,,,
85.96936641321265,0.2979847692933288,,,,
100.58059312195175,-15.63403064,,,,
252.1227939114575,-30.56630954,,,,
270.79751400173666,8.235193425650515,,,,
109.19641188895163,0.49911803583111924,,,,
95.94969311101273,-1.966327028,,,,
95.24061009566333,-1.240610096,,,,
104.2645551,10.264555065176001,,,,
94.58465950751506,-0.103761198,,,,
94.47216634182779,1.0030825037257534,,,,
107.42502067497493,13.275700568503215,,,,
111.2694179354571,11.64046946719037,,,,
103.9459239496044,-4.971872615,,,,
91.41420994505464,-0.551435478,,,,
93.74414143974758,-0.317506105,,,,
95.14804603906761,-1.263418986,,,,
113.52694295093735,-0.234410953,,,,
96.891377,-0.213744908,,,,
97,0,,,,
97.29528159,1.4039045890675925,,,,
125.80874389903536,-0.107011452,,,,
106.50516516083933,9.023944969512666,,,,
110.23420923355874,10.015333332825914,,,,
96.76069863257185,-2.465417049,,,,
97.00130872899666,1.2406100956633337,,,,
108.99298501944685,12.707865616429835,,,,
124.78847253065629,0.4808974799138799,,,,
104.31209568422244,0.28933137954311905,,,,
107.75985148094007,-5.551276927,,,,
114.77918759492371,-8.771024454,,,,
116.31295836033343,-13.07874913,,,,
149.4830568209392,1.7976293236006768,,,,
118.60177192390536,-12.84192044,,,,
214.4968975621656,-81.57225568,,,,
107.80585475119011,0.4561491858474362,,,,
194.2406850704234,71.31139907703003,,,,
125.40449988754551,-0.185216234,,,,
139.22794985359806,27.771768358565815,,,,
109.76731336990252,1.454355003235858,,,,
111.0079235,1.2406100956633337,,,,
112.95701945508998,-0.440070035,,,,
138.11600032669497,-1.198189457,,,,
206.84672280638082,-94.84672281,,,,
181.37784381177067,66.03993414635072,,,,
221.9649044827936,-79.89316874,,,,
122.52866806691281,-0.755787726,,,,
150.8917644719181,-0.012189383,,,,
138.83589142849885,3.734566537600263,,,,
240.20549671889597,-79.40627098,,,,
148.23401074853209,10.889831302690775,,,,
177.5743316623594,18.48230583716365,,,,
153.03317538021122,-0.892129063,,,,
132.93741181990254,-1.454355003,,,,
133.61794867730865,1.1505968113834797,,,,
130.17802191233002,1.2406100956633337,,,,
130.63237691990253,-1.454355003,,,,
133.28795364740023,-1.101686585,,,,
139.5634708,0.1722990599896035,,,,
146.41519106541412,-1.527366465,,,,
148.7045686370925,14.60169768031656,,,,
132.69185822240095,1.4039045890675925,,,,
220.45773500662463,87.13441635736612,,,,
254.46327363182357,7.2853990074012565,,,,
136.3461194865692,-1.454355003,,,,
224.02786302486646,88.68174354153314,,,,
156.14384534867844,6.479105535538564,,,,
134.93283456094693,0.3693637942802535,,,,
136.6729530535491,-1.336071347,,,,
222.59956833925636,86.65430838812678,,,,
160.5520662069504,-0.529045023,,,,
162.52271641116425,-1.308521387,,,,
227.1453550484629,-58.61863016,,,,
145.12391051009345,-1.574456755,,,,
133.3101204563956,1.2769450730622505,,,,
133.7644754532359,-1.454355003,,,,
162.67947377236425,-1.76958637,,,,
137.15411760440978,2.9084219630830916,,,,
147.7506903569975,-15.04612171,,,,
142.70531175472297,-0.881632451,,,,
161.46619761750745,1.883708729,,,,
156.93097184157403,14.694454881771152,,,,
144.83881044889918,0.21374490757252446,,,,
145.71438693651174,1.1368488979512061,,,,
231.91121143035824,88.16052108035824,,,,
302.77507874260505,13.57052430631375,,,,
163.84977884766505,-0.150469207,,,,
330.17784341570103,8.438624385,,,,
146.51839324434607,-1.966327028,,,,
147.15335964084838,-0.103761198,,,,
186.43695486492857,-37.57513441,,,,
146.39396974566336,-1.240610096,,,,
160.54710290870452,15.153133158704533,,,,
173.04340847486225,0.5239964252659551,,,,
259.48485513478363,-80.95935679,,,,
153.95641883972894,-1.276945073,,,,
154.46619761666668,0,,,,
167.48253062675667,-13.52611179,,,,
156.5305265098461,0.5831087018527783,,,,
175.21000211197534,-0.660092789,,,,
172.00440163908846,6.250776182440641,,,,
156.03673920889813,1.5062126922314594,,,,
173.77699264189803,13.876396262184294,,,,
184.847863,-1.791483366,,,,
155.49109421990252,-1.454355003,,,,
168.7527218786909,10.161121778013982,,,,
169.10137623531662,14.342887378844901,,,,
181.86255766863874,-0.088647692,,,,
172.23692612678806,14.01808455633226,,,,
156.22819764296477,0.17740993017360757,,,,
170.29400607544184,-13.81147544,,,,
157.10377411984507,1.1368488979512061,,,,
159.19309552741754,-1.558116201,,,,
172.65265270993189,10.12802405193852,,,,
188.23492654555312,-0.716273945,,,,
177.84861680971085,-3.417958484,,,,
186.31429458882707,28.38247146693321,,,,
230.31309429954126,-70.63641024,,,,
175.51927373723845,-11.75412647,,,,
170.36742094178808,9.454309285,,,,
162.63439285984612,0.5831087018527783,,,,
175.09752738725055,11.450709136120981,,,,
247.5558703,83.95616264829546,,,,
160.90496721556588,-0.213744908,,,,
158.01760272899668,1.2406100956633337,,,,
171.9024457300895,10.646063524219025,,,,
161.96490448333333,0,,,,
162.53461617899666,-1.240610096,,,,
175.3704575877249,-12.62235912,,,,
160.3593222199025,1.454355003235858,,,,
159.88692437163945,1.061512460170929,,,,
161.20551457899668,1.2406100956633337,,,,
190.73028845574493,-0.751120675,,,,
160.5999323,-1.240610096,,,,
186.69664644774926,0.5145745102246019,,,,
180.1504061693957,0.3128418546261108,,,,
249.25898530697032,87.3502753,,,,
162.4442000159197,1.4308762544511824,,,,
177.7347581895263,11.18747725813724,,,,
161.98169895599554,-1.544744089,,,,
162.22230904566337,1.2406100956633337,,,,
182.46038537361562,7.489894618581996,,,,
164.40476771213397,-0.051857689,,,,
178.33810599293608,11.945227735129258,,,,
162.67666405323587,-1.454355003,,,,
176.92406185498436,15.061504188317693,,,,
166.46980533212263,4.793141282122652,,,,
162.97362875323583,1.454355003235858,,,,
192.41382143428487,-0.019918459,,,,
163.03973410751505,-0.103761198,,,,
166.2323772230809,-0.317506105,,,,
162.03973411666666,0,,,,
162.2803442,1.2406100956633337,,,,
164.30372669223144,-1.506212692,,,,
191.4795990823687,-0.107011452,,,,
178.87464073428177,-14.39342054,,,,
186.78717474610283,1.4822453506228617,,,,
167.73758906760543,-2.510520419,,,,
162.9986917988992,-0.213744908,,,,
178.67984948453545,15.679849484535444,,,,
165.08927396916494,1.5807994747544096,,,,
257.81977512122046,-66.75527633,,,,
164.20523844351882,-2.096053255,,,,
174.8035895245766,-11.15615193,,,,
163.1986467895922,0.31883196122665336,,,,
248.1510996596112,86.41465601647495,,,,
161.7500823,-0.551435478,,,,
190.5831619010905,-25.95855629,,,,
164.41920545641423,0.3175061052846524,,,,
160.7500822833333,0,,,,
170.01463734850932,10.264555065176001,,,,
272.32877148347353,-83.04536225,,,,
166.74913695641425,0.3175061052846524,,,,
260.2184221651714,-95.70933896,,,,
162.1891131865692,1.454355003235858,,,,
188.29269707752107,1.027751048009864,,,,
160.68928155323587,1.454355003235858,,,,
161.92989164566336,1.2406100956633337,,,,
167.96659807556478,-1.506212692,,,,
167.07906845641423,0.3175061052846524,,,,
176.16284737042025,-14.23878552,,,,
175.96268200336874,12.715866013563694,,,,
340.5781931576201,7.579968298115793,,,,
158.62805548688243,-1.336071347,,,,
156.3910163,1.2406100956633337,,,,
181.5958235394168,-0.56294706,,,,
163.83591972163947,1.061512460170929,,,,
159.3230205988992,-0.213744908,,,,
158.72094775641423,-0.317506105,,,,
175.8904817011436,12.368403372778062,,,,
163.1335210230809,0.3175061052846524,,,,
164.9100589511901,0.4561491858474362,,,,
159.51471884428025,0.3693637942802535,,,,
159.3446710632348,-0.265602597,,,,
171.05335052371382,-7.771361991,,,,
171.3784066549645,12.146676048492807,,,,
159.05087925641422,-0.317506105,,,,
173.37299307595578,11.834895447820616,,,,
161.92020090497277,1.061512460170929,,,,
160.22583233523292,1.0806288201076482,,,,
155.71403486094695,-0.369363794,,,,
157.6746026,-0.051857689,,,,
337.77499220446964,7.578555261716824,,,,
174.6204021666161,-13.18328937,,,,
228.80172786082105,4.554575047286786,,,,
243.60045951304312,86.68025861304308,,,,
172.7929828266415,-13.43176264,,,,
156.5615232,-1.596963233,,,,
239.87150631329655,85.97514679481965,,,,
157.06773585889812,0.9750074990952078,,,,
158.52209086990254,1.454355003235858,,,,
166.67895338971366,2.3516876463715697,,,,
172.29502870184797,-12.59914395,,,,
155.52209086666667,0,,,,
185.3621022323687,-0.107011452,,,,
235.16342569404333,51.721219870698114,,,,
171.64836040975007,11.967187793910766,,,,
171.79724238208075,15.797242382080759,,,,
159.35506196218566,0.1179972797405774,,,,
156.93395408656917,-1.454355003,,,,
170.5700165793609,-13.19160993,,,,
158.31258574100465,2.3786316576713387,,,,
157.8881313601855,-2.096053255,,,,
168.38141162672812,11.96207506692521,,,,
173.08773011694183,12.57148033946542,,,,
172.9192474829836,-13.06503422,,,,
177.7176958033428,1.5362401909607732,,,,
252.54756926138822,-94.08246768,,,,
158.03591161212984,-0.126959516,,,,
159.6535792690836,-1.328568151,,,,
186.19517521412774,24.96457571909556,,,,
163.28340788535849,3.338786278886794,,,,
159.95990610892656,-0.203455869,,,,
160.9315144,-1.596963233,,,,
184.55998776441592,0.5145745102246019,,,,
